,phrase,target
464,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005",positive
465,15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V,positive
466,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete",positive
467,` By separating side businesses we will be able to faster expand and develop Tapro retail network,positive
468,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009,positive
469,Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005,positive
470,The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005,positive
471,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64,positive
472,"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn",positive
473,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 5",positive
474,"Net sales will , however , increase from 2005",positive
475,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million,positive
476,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year",positive
477,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005",positive
478,Passenger volumes rose by 8.4 % in the accounting period,positive
479,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said",positive
480,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure,positive
481,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn",positive
482,Operating profit margin increased from 11.2 % to 11.7 %,positive
483,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007",positive
484,Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005,positive
485,Marimekko Group 's full-year net sales are estimated to increase by about 10 %,positive
486,"As a result , the company currently anticipates net sales to increase and the operating result to be positive",positive
487,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009",positive
488,"However , the broker gave an `` outperform '' recommendation on the stock",positive
489,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year",positive
490,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives,positive
491,EPS grew to 0.04 eur from 0.02 eur,positive
492,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005",positive
493,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009",positive
494,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004",positive
495,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier",positive
496,Performance in the second half of 2009 exceeded expectations,positive
497,"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter",positive
498,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier",positive
499,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million,positive
500,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4,positive
501,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier",positive
502,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,positive
503,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year",positive
504,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of",positive
505,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005",positive
506,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory,positive
507,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006,positive
508,Sales increased due to growing market rates and increased operations,positive
509,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon",positive
510,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased,positive
511,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria",positive
512,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004",positive
513,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden",positive
514,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007,positive
515,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 %",positive
516,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter,positive
517,"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004",positive
518,"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006",positive
519,The acquisition will have an immediate positive impact on Aspocomp 's financial result,positive
520,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn,positive
521,The policy was also aimed at making the companies more profitable and competitive,positive
522,"Profit per share was EUR 1.03 , up from EUR 0.87",positive
523,"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy",positive
524,Return on capital employed rose by 4.8 percentage points to 19.6 %,positive
525,This resulted in improved sales figures in Sweden,positive
526,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo",positive
527,"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 millio",positive
528,"Department store sales improved by 14 % to EUR 1,070.6 mn",positive
529,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line,positive
530,Net sales of Finnish food industry company L+ï¿½nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007,positive
531,Diluted EPS rose to EUR3 .68 from EUR0 .50,positive
532,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009",positive
533,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier,positive
534,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago,positive
535,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian miner",positive
536,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009,positive
537,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn,positive
538,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009",positive
539,"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . '",positive
540,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 %,positive
541,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 %,positive
542,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000",positive
543,The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04,positive
544,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal",positive
545,"Sales are expected to increase in the end of the year 2006 , however",positive
546,"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur",positive
547,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila",positive
548,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres",positive
549,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period",positive
550,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005,positive
551,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007",positive
552,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007,positive
553,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said",positive
554,Cargo volume increased by approximately 5 %,positive
555,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008,positive
556,"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009",positive
557,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said",positive
558,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said",positive
559,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005",positive
560,Operating profit of the Asian plants grew markedly,positive
561,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005",positive
562,Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia,positive
563,EBIT margin was up from 1.4 % to 5.1 %,positive
564,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn",positive
565,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008,positive
566,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies,positive
567,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004",positive
568,The value of the firm 's forestry holdings increased by SEK 3.6 bn,positive
569,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004",positive
570,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006,positive
571,"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year",positive
572,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009,positive
573,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow",positive
574,Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier,positive
575,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02",positive
576,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday",positive
577,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007,positive
578,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007",positive
579,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006",positive
580,The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006,positive
581,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004",positive
582,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005",positive
583,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005",positive
584,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007",positive
585,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million,positive
586,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year",positive
587,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005",positive
588,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn,positive
589,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations",positive
590,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009",positive
591,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million",positive
592,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia",positive
593,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year",positive
594,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months",positive
595,"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year",positive
596,`` The trend in the sports and leisure markets was favorable in the first months of the year,positive
597,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year",positive
598,Olvi has posted a strong set of figures for the first six months of this year,positive
599,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates",positive
600,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007,positive
601,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month",positive
602,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces",positive
603,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago,positive
604,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006",positive
605,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct",positive
606,Olvi expects sales and market share to increase in the first quarter of 2010,positive
607,"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007",positive
608,Unit costs for flight operations fell by 6.4 percent,positive
609,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006,positive
610,"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago",positive
611,"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year",positive
612,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004",positive
613,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005",positive
614,"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009",positive
615,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier",positive
616,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m )",positive
617,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur,positive
618,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009",positive
619,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units",positive
620,"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint",positive
621,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn,positive
622,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement,positive
623,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery",positive
624,in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year,positive
625,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010,positive
626,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn",positive
627,"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur",positive
628,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86,positive
629,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn,positive
630,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again",positive
631,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006",positive
632,"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009",positive
633,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005",positive
634,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier,positive
635,Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007,positive
636,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure",positive
637,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients,positive
638,Sales have risen in other export markets,positive
639,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago,positive
640,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009,positive
641,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50,positive
642,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier,positive
643,"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless",positive
644,"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February",positive
645,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp.",positive
646,This new partnership agreement represents a significant milestone for both parties,positive
647,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ),positive
648,Finnish Bank of +ï¿½land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006,positive
649,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added",positive
650,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit",positive
651,Nordea sees a return to positive growth for the Baltic countries in 2011,positive
652,Cision says the sale will return its U.K. operation to profitability,positive
653,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market",positive
654,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant,positive
655,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . '",positive
656,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008",positive
657,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009",positive
658,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs,positive
659,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker",positive
660,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",positive
661,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn,positive
662,Satama 's net sales would be higher than the year before,positive
663,It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel,positive
664,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year",positive
665,The Group also has a strong global position in other fishing categories,positive
666,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India,positive
667,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier,positive
668,The company is well positioned in Brazil and Uruguay,positive
669,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies",positive
670,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn",positive
671,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components,positive
672,Finnish construction group Lemmink+ï¿½inen has been awarded two road building contracts by the Lithuanian transport administration,positive
673,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago",positive
674,"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody",positive
675,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009",positive
676,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier",positive
677,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago",positive
678,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier,positive
679,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004",positive
680,Finnish-Swedish TietoEnator is expanding its business quickly in Russia,positive
681,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company",positive
682,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008,positive
683,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive",positive
684,Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006,positive
685,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+ï¿½rbindelsen bridge in Gothenburg in Sweden,positive
686,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn",positive
687,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26,positive
688,"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday",positive
689,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year",positive
690,"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier",positive
691,"`` The number of collection errors fell considerably , and operations speeded up",positive
692,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago",positive
693,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004,positive
694,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911",neutral
695,Market data and analytics are derived from primary and secondary research,neutral
696,Exel is headquartered in Mantyharju in Finland,neutral
697,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses",neutral
698,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate,neutral
699,"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007",neutral
700,Le Lay succeeds Walter G++nter and will be based in Finland,neutral
701,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m",neutral
702,"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor",neutral
703,The acquisition is expected to take place by the end of August 2007,neutral
704,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation",neutral
705,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix",neutral
706,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola",neutral
707,"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe",neutral
708,The capital structure of Solidium may be complemented by other financial instruments in the future,neutral
709,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets",neutral
710,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008",neutral
711,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic",neutral
712,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press",neutral
713,Finnish food industry company L+ï¿½nnen Tehtaat is planning changes to its fish product business,neutral
714,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR,neutral
715,Residents access to the block is planned to be from Aleksandri Street,neutral
